ID,COLLECTION,BASE_ID,NAME,TAX_ID,FAMILY,SOURCE,MEDLINE,TYPE,DESCRIPTION,CLASS,CONSENSUS,COMMENT
9246,CORE,MA0018,CREB1,9606,CREB-related factors,,8264613,SELEX,,Basic leucine zipper factors (bZIP),,
9246,CORE,MA0018,CREB1,9606,CREB-related factors,,8264613,SELEX,,Basic leucine zipper factors (bZIP),,
9246,CORE,MA0018,CREB1,9606,CREB-related factors,,8264613,SELEX,,Basic leucine zipper factors (bZIP),,
9252,CORE,MA0024,E2F1,9606,E2F-related factors,,1411535,COMPILED,,Fork head / winged helix factors,,
9252,CORE,MA0024,E2F1,9606,E2F-related factors,,1411535,COMPILED,,Fork head / winged helix factors,,
9252,CORE,MA0024,E2F1,9606,E2F-related factors,,1411535,COMPILED,,Fork head / winged helix factors,,
9252,CORE,MA0024,E2F1,9606,E2F-related factors,,1411535,COMPILED,,Fork head / winged helix factors,,
9252,CORE,MA0024,E2F1,9606,E2F-related factors,,1411535,COMPILED,,Fork head / winged helix factors,,
9252,CORE,MA0024,E2F1,9606,E2F-related factors,,1411535,COMPILED,,Fork head / winged helix factors,,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9253,CORE,MA0025,NFIL3,9606,C/EBP-related factors,,1620116,SELEX,"nuclear factor,interleukin 3 regulated",Basic leucine zipper factors (bZIP),,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9256,CORE,MA0028,ELK1,9606,Ets-related factors,,1425594,SELEX,"ELK1,member of ETS oncogene family",Tryptophan cluster factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9258,CORE,MA0030,FOXF2,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box F2,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9259,CORE,MA0031,FOXD1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box D1,Fork head / winged helix factors,,
9260,CORE,MA0032,FOXC1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box C1,Fork head / winged helix factors,,
9260,CORE,MA0032,FOXC1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box C1,Fork head / winged helix factors,,
9260,CORE,MA0032,FOXC1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box C1,Fork head / winged helix factors,,
9260,CORE,MA0032,FOXC1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box C1,Fork head / winged helix factors,,
9260,CORE,MA0032,FOXC1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box C1,Fork head / winged helix factors,,
9260,CORE,MA0032,FOXC1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box C1,Fork head / winged helix factors,,
9260,CORE,MA0032,FOXC1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box C1,Fork head / winged helix factors,,
9260,CORE,MA0032,FOXC1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box C1,Fork head / winged helix factors,,
9261,CORE,MA0033,FOXL1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box L1,Fork head / winged helix factors,,
9261,CORE,MA0033,FOXL1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box L1,Fork head / winged helix factors,,
9261,CORE,MA0033,FOXL1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box L1,Fork head / winged helix factors,,
9261,CORE,MA0033,FOXL1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box L1,Fork head / winged helix factors,,
9261,CORE,MA0033,FOXL1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box L1,Fork head / winged helix factors,,
9261,CORE,MA0033,FOXL1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box L1,Fork head / winged helix factors,,
9261,CORE,MA0033,FOXL1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box L1,Fork head / winged helix factors,,
9261,CORE,MA0033,FOXL1,9606,Forkhead box (FOX) factors,,7957066,SELEX,forkhead box L1,Fork head / winged helix factors,,
9264,CORE,MA0036,GATA2,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9264,CORE,MA0036,GATA2,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9264,CORE,MA0036,GATA2,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9264,CORE,MA0036,GATA2,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9264,CORE,MA0036,GATA2,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9264,CORE,MA0036,GATA2,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9265,CORE,MA0037,GATA3,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9265,CORE,MA0037,GATA3,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9265,CORE,MA0037,GATA3,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9265,CORE,MA0037,GATA3,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9265,CORE,MA0037,GATA3,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9265,CORE,MA0037,GATA3,9606,GATA-type zinc fingers,,8321207,SELEX,,Other C4 zinc finger-type factors,,
9270,CORE,MA0042,FOXI1,9606,Forkhead box (FOX) factors,,9153225,SELEX,forkhead box I1,Fork head / winged helix factors,,
9270,CORE,MA0042,FOXI1,9606,Forkhead box (FOX) factors,,9153225,SELEX,forkhead box I1,Fork head / winged helix factors,,
9270,CORE,MA0042,FOXI1,9606,Forkhead box (FOX) factors,,9153225,SELEX,forkhead box I1,Fork head / winged helix factors,,
9270,CORE,MA0042,FOXI1,9606,Forkhead box (FOX) factors,,9153225,SELEX,forkhead box I1,Fork head / winged helix factors,,
9270,CORE,MA0042,FOXI1,9606,Forkhead box (FOX) factors,,9153225,SELEX,forkhead box I1,Fork head / winged helix factors,,
9270,CORE,MA0042,FOXI1,9606,Forkhead box (FOX) factors,,9153225,SELEX,forkhead box I1,Fork head / winged helix factors,,
9270,CORE,MA0042,FOXI1,9606,Forkhead box (FOX) factors,,9153225,SELEX,forkhead box I1,Fork head / winged helix factors,,
9270,CORE,MA0042,FOXI1,9606,Forkhead box (FOX) factors,,9153225,SELEX,forkhead box I1,Fork head / winged helix factors,,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9271,CORE,MA0043,HLF,9606,C/EBP-related factors,,8065331,SELEX,hepatic leukemia factor,Basic leucine zipper factors (bZIP),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9276,CORE,MA0048,NHLH1,9606,Tal-related factors,,8289804,SELEX,nescient helix loop helix 1,Basic helix-loop-helix factors (bHLH),,
9278,CORE,MA0050,IRF1,9606,Interferon-regulatory factors,,7687740,SELEX,,Tryptophan cluster factors,,
9278,CORE,MA0050,IRF1,9606,Interferon-regulatory factors,,7687740,SELEX,,Tryptophan cluster factors,,
9278,CORE,MA0050,IRF1,9606,Interferon-regulatory factors,,7687740,SELEX,,Tryptophan cluster factors,,
9278,CORE,MA0050,IRF1,9606,Interferon-regulatory factors,,7687740,SELEX,,Tryptophan cluster factors,,
9278,CORE,MA0050,IRF1,9606,Interferon-regulatory factors,,7687740,SELEX,,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9279,CORE,MA0051,IRF2,9606,Interferon-regulatory factors,,7687740,SELEX,interferon regulatory factor 2,Tryptophan cluster factors,,
9280,CORE,MA0052,MEF2A,9606,Regulators of differentiation,,1748287,SELEX,,MADS box factors,,
9280,CORE,MA0052,MEF2A,9606,Regulators of differentiation,,1748287,SELEX,,MADS box factors,,
9280,CORE,MA0052,MEF2A,9606,Regulators of differentiation,,1748287,SELEX,,MADS box factors,,
9280,CORE,MA0052,MEF2A,9606,Regulators of differentiation,,1748287,SELEX,,MADS box factors,,
9280,CORE,MA0052,MEF2A,9606,Regulators of differentiation,,1748287,SELEX,,MADS box factors,,
9280,CORE,MA0052,MEF2A,9606,Regulators of differentiation,,1748287,SELEX,,MADS box factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9284,CORE,MA0056,MZF1,9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9285,CORE,MA0057,MZF1(var.2),9606,More than 3 adjacent zinc finger factors,,8114711,SELEX,myeloid zinc finger 1 ZNF42,C2H2 zinc finger factors,,
9286,CORE,MA0058,MAX,9606,bHLH-ZIP factors,,8265351,SELEX,,Basic helix-loop-helix factors (bHLH),,
9286,CORE,MA0058,MAX,9606,bHLH-ZIP factors,,8265351,SELEX,,Basic helix-loop-helix factors (bHLH),,
9286,CORE,MA0058,MAX,9606,bHLH-ZIP factors,,8265351,SELEX,,Basic helix-loop-helix factors (bHLH),,
9286,CORE,MA0058,MAX,9606,bHLH-ZIP factors,,8265351,SELEX,,Basic helix-loop-helix factors (bHLH),,
9286,CORE,MA0058,MAX,9606,bHLH-ZIP factors,,8265351,SELEX,,Basic helix-loop-helix factors (bHLH),,
9286,CORE,MA0058,MAX,9606,bHLH-ZIP factors,,8265351,SELEX,,Basic helix-loop-helix factors (bHLH),,
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
9287,CORE,MA0059,MAX::MYC,9606,bHLH-ZIP factors,,8265351,SELEX,-,Basic helix-loop-helix factors (bHLH),,Heterodimer of MYC and MAX
